Complaint_ID,Complaint_Date,Customer_ID,Product_ID,Employee_ID,Region_ID,Complaint_Type,Priority,Status,SLA_Hours,Resolution_Hours,Customer_Rating
CMP000295,2025-08-21,C00253,P0124,E0034,R001,Delivery Delay,Low,Closed,48,94,1
CMP000297,2026-01-21,C00202,P0090,E0099,R008,Damaged Product,Medium,Closed,48,124,2
CMP000298,2025-06-05,C00060,P0067,E0021,R001,Damaged Product,Medium,Pending,24,102,
CMP000299,2025-06-10,C00156,P0103,E0054,R004,Damaged Product,Critical,Closed,48,41,2
CMP000300,2026-08-14,C00342,P0021,E0045,R003,Billing Issue,Low,Closed,72,128,1
CMP000301,2025-12-15,C00361,P0147,E0097,R001,Refund Delay,High,Closed,72,112,2
CMP000302,2025-06-20,C00381,P0015,E0022,R003,Refund Delay,Medium,Closed,48,42,5
CMP000303,2025-08-17,C00272,P0009,E0103,R001,Wrong Product,Critical,Closed,48,31,4
CMP000304,2025-11-08,C00213,P0069,E0075,R001,Refund Delay,High,Closed,24,88,3
CMP000305,2026-01-07,C00129,P0096,E0025,R004,Product Quality,Low,Closed,24,134,4
CMP000306,2025-12-19,C00498,P0023,E0016,R002,Delivery Delay,Low,Closed,24,56,4
CMP000307,2026-01-31,C00377,P0017,E0045,R003,Refund Delay,High,Open,24,71,
CMP000308,2025-06-11,C00529,P0093,E0044,R001,Billing Issue,Medium,Closed,24,22,2
CMP000309,2026-08-23,C00449,P0101,E0106,R007,Wrong Product,High,Closed,24,90,3
CMP000310,2025-07-13,C00079,P0105,E0004,R008,Refund Delay,Medium,Closed,48,75,2
CMP000311,2026-08-31,C00198,P0041,E0092,R003,Wrong Product,High,Closed,24,93,3
CMP000312,2026-03-02,C00495,P0029,E0064,R007,Billing Issue,Low,Closed,48,116,5
CMP000313,2026-05-30,C00095,P0009,E0076,R008,Damaged Product,Medium,Closed,72,7,3
CMP000315,2026-02-02,C00100,P0117,E0038,R002,Billing Issue,Critical,Open,72,64,
CMP000316,2026-03-28,C00441,P0023,E0016,R002,Billing Issue,Critical,Closed,72,111,4
CMP000317,2025-07-25,C00487,P0027,E0047,R003,Delivery Delay,Low,Closed,72,121,2
CMP000318,2026-02-04,C00453,P0137,E0109,R001,Refund Delay,Critical,Closed,48,129,3
CMP000319,2025-08-26,C00088,P0145,E0007,R002,Billing Issue,High,Closed,48,66,4
CMP000320,2026-03-06,C00534,P0136,E0043,R001,Damaged Product,Critical,Closed,72,93,4
CMP000321,2026-04-13,C00166,P0020,E0029,R006,Billing Issue,Critical,Open,48,55,
CMP000322,2026-07-13,C00204,P0081,E0045,R003,Wrong Product,Critical,Closed,48,63,2
CMP000323,2026-05-26,C00586,P0069,E0034,R001,Delivery Delay,Medium,Closed,24,56,4
CMP000324,2026-08-13,C00395,P0027,E0091,R002,Wrong Product,Medium,Closed,48,105,2
CMP000325,2026-02-08,C00194,P0055,E0012,R004,Delivery Delay,Low,Pending,72,48,
CMP000326,2026-08-15,C00034,P0064,E0100,R005,Billing Issue,Medium,Closed,72,81,2
CMP000327,2026-03-07,C00411,P0017,E0001,R002,Damaged Product,Medium,Closed,24,33,4
CMP000328,2026-05-26,C00419,P0004,E0088,R006,Product Quality,High,Closed,72,90,5
CMP000329,2026-06-24,C00111,P0133,E0057,R001,Refund Delay,High,Pending,48,107,
CMP000330,2026-07-13,C00114,P0056,E0036,R004,Product Quality,Medium,Pending,72,140,
CMP000331,2026-01-02,C00138,P0054,E0060,R001,Refund Delay,Critical,Pending,72,60,
CMP000332,2025-12-15,C00177,P0032,E0093,R005,Delivery Delay,Medium,Closed,24,20,3
CMP000333,2026-04-09,C00358,P0118,E0023,R004,Wrong Product,High,Pending,48,122,
CMP000334,2026-06-20,C00430,P0083,E0088,R006,Wrong Product,Critical,Open,24,67,
CMP000335,2026-01-14,C00207,P0065,E0072,R001,Billing Issue,Critical,Closed,72,99,2
CMP000336,2025-12-07,C00096,P0115,E0109,R001,Billing Issue,Low,Pending,24,62,
CMP000337,2025-12-11,C00505,P0118,E0020,R001,Billing Issue,Medium,Closed,72,28,3
CMP000339,2025-09-22,C00227,P0127,E0048,R005,Damaged Product,Low,Closed,72,18,5
CMP000340,2026-07-19,C00097,P0007,E0020,R001,Billing Issue,High,Closed,72,68,1
CMP000341,2026-08-23,C00546,P0037,E0093,R005,Refund Delay,Low,Closed,24,50,5
CMP000342,2026-07-12,C00117,P0137,E0089,R008,Damaged Product,Low,Pending,24,5,
CMP000343,2026-06-17,C00506,P0069,E0107,R005,Product Quality,Low,Closed,48,115,5
CMP000344,2025-08-05,C00517,P0104,E0095,R005,Product Quality,Critical,Pending,48,105,
CMP000345,2026-08-09,C00242,P0138,E0072,R001,Delivery Delay,Critical,Closed,48,47,3
CMP000346,2025-11-09,C00357,P0102,E0071,R007,Billing Issue,Medium,Pending,24,8,
CMP000347,2026-02-21,C00225,P0043,E0117,R004,Refund Delay,Medium,Pending,72,119,
CMP000348,2025-07-04,C00529,P0015,E0052,R007,Delivery Delay,Critical,Pending,24,41,
CMP000349,2026-03-23,C00006,P0146,E0017,R002,Wrong Product,Medium,Closed,72,59,4
CMP000350,2025-06-13,C00475,P0139,E0009,R002,Refund Delay,High,Open,48,17,
CMP000351,2025-08-13,C00071,P0084,E0065,R005,Refund Delay,Low,Open,24,111,
CMP000352,2025-08-23,C00011,P0044,E0017,R002,Damaged Product,Medium,Closed,48,26,5
CMP000353,2026-03-14,C00488,P0026,E0072,R001,Damaged Product,Critical,Closed,48,114,3
CMP000354,2026-04-24,C00163,P0021,E0082,R008,Delivery Delay,Critical,Pending,72,133,
CMP000355,2026-05-08,C00340,P0057,E0023,R004,Damaged Product,Critical,Closed,72,140,5
CMP000356,2026-05-03,C00213,P0069,E0007,R002,Wrong Product,Critical,Pending,24,63,
CMP000357,2026-08-02,C00338,P0054,E0105,R005,Product Quality,Medium,Closed,48,44,3
CMP000358,2025-10-16,C00585,P0010,E0049,R006,Billing Issue,Low,Closed,72,89,3
CMP000359,2025-06-25,C00589,P0041,E0113,R007,Wrong Product,Low,Closed,48,117,5
CMP000360,2026-08-27,C00135,P0020,E0101,R005,Product Quality,Low,Open,72,106,
CMP000361,2025-06-24,C00174,P0093,E0039,R005,Billing Issue,Low,Closed,24,61,1
CMP000362,2025-12-24,C00089,P0088,E0052,R007,Damaged Product,Low,Closed,72,68,1
CMP000363,2025-09-11,C00558,P0071,E0066,R004,Damaged Product,Critical,Closed,24,133,3
CMP000364,2026-02-12,C00497,P0140,E0012,R004,Product Quality,Medium,Closed,48,112,3
CMP000365,2026-03-05,C00342,P0028,E0118,R007,Wrong Product,Critical,Closed,24,29,5
CMP000366,2026-04-18,C00353,P0098,E0088,R006,Product Quality,High,Closed,72,50,3
CMP000367,2025-07-15,C00258,P0083,E0111,R004,Wrong Product,High,Closed,72,24,3
CMP000368,2025-08-12,C00314,P0048,E0025,R004,Damaged Product,High,Closed,48,32,2
CMP000369,2026-08-31,C00566,P0145,E0114,R003,Delivery Delay,Critical,Closed,48,132,1
CMP000370,2026-01-08,C00481,P0017,E0017,R002,Product Quality,Critical,Pending,48,40,
CMP000371,2026-03-11,C00195,P0128,E0024,R002,Product Quality,Medium,Pending,72,126,
CMP000372,2026-02-15,C00360,P0093,E0089,R008,Wrong Product,Critical,Pending,48,61,
CMP000373,2026-02-01,C00390,P0104,E0005,R005,Billing Issue,Medium,Closed,48,5,4
CMP000374,2025-08-04,C00158,P0064,E0036,R004,Delivery Delay,High,Closed,72,119,3
CMP000375,2026-08-27,C00198,P0007,E0079,R001,Product Quality,Low,Pending,48,118,
CMP000376,2026-04-18,C00007,P0054,E0079,R001,Delivery Delay,Low,Closed,48,35,4
CMP000377,2025-11-03,C00428,P0065,E0077,R002,Damaged Product,Low,Closed,48,25,2
CMP000378,2026-06-11,C00138,P0014,E0035,R002,Delivery Delay,Low,Closed,24,76,5
CMP000379,2026-02-24,C00471,P0080,E0117,R004,Delivery Delay,Medium,Closed,24,112,5
CMP000380,2026-04-17,C00144,P0118,E0084,R006,Damaged Product,Low,Pending,72,137,
CMP000381,2026-02-01,C00291,P0107,E0092,R003,Product Quality,Medium,Closed,48,121,3
CMP000382,2025-06-04,C00330,P0128,E0119,R002,Wrong Product,Low,Closed,48,70,1
CMP000383,2026-08-14,C00210,P0094,E0033,R008,Product Quality,High,Closed,72,52,5
CMP000384,2025-12-29,C00122,P0150,E0040,R005,Billing Issue,High,Open,24,129,
CMP000385,2026-05-07,C00374,P0018,E0046,R004,Billing Issue,High,Closed,48,117,1
CMP000386,2025-08-15,C00103,P0076,E0058,R008,Billing Issue,High,Closed,24,47,4
CMP000387,2025-12-28,C00077,P0111,E0014,R005,Delivery Delay,Critical,Open,24,26,
CMP000388,2025-06-26,C00242,P0101,E0003,R001,Damaged Product,Medium,Closed,48,138,1
CMP000389,2026-02-28,C00392,P0136,E0083,R004,Wrong Product,Critical,Closed,72,46,4
CMP000390,2026-06-07,C00014,P0098,E0001,R002,Wrong Product,Medium,Closed,24,8,1
CMP000391,2025-12-10,C00082,P0085,E0075,R001,Damaged Product,High,Open,48,101,
CMP000392,2025-09-01,C00361,P0050,E0025,R004,Wrong Product,Low,Closed,72,101,1
CMP000393,2025-12-24,C00567,P0052,E0074,R005,Refund Delay,High,Open,48,89,
CMP000394,2026-08-11,C00112,P0139,E0041,R002,Damaged Product,Low,Closed,48,15,3
CMP000395,2025-09-15,C00199,P0034,E0058,R008,Delivery Delay,Low,Closed,48,10,3
CMP000396,2025-06-06,C00233,P0007,E0071,R007,Refund Delay,High,Closed,24,78,5
CMP000397,2025-10-14,C00436,P0035,E0044,R001,Damaged Product,Low,Pending,48,90,
CMP000398,2026-02-12,C00047,P0095,E0046,R004,Wrong Product,High,Closed,72,95,3
CMP000399,2026-07-28,C00576,P0096,E0101,R005,Refund Delay,High,Closed,24,122,3
CMP000400,2025-06-06,C00582,P0019,E0054,R004,Delivery Delay,High,Closed,72,133,1
CMP000401,2025-11-07,C00285,P0014,E0089,R008,Wrong Product,Critical,Closed,24,88,2
CMP000402,2026-06-15,C00133,P0092,E0077,R002,Product Quality,Medium,Closed,24,8,1
CMP000403,2026-06-28,C00478,P0086,E0024,R002,Wrong Product,Medium,Closed,48,89,4
CMP000404,2025-09-23,C00150,P0110,E0100,R005,Damaged Product,Critical,Closed,72,121,1
CMP000405,2026-01-07,C00328,P0031,E0119,R002,Delivery Delay,Critical,Closed,72,95,3
CMP000406,2026-02-01,C00213,P0082,E0075,R001,Delivery Delay,High,Pending,72,99,
CMP000407,2025-07-05,C00082,P0012,E0079,R001,Wrong Product,Critical,Closed,24,41,5
CMP000408,2025-10-20,C00246,P0007,E0119,R002,Billing Issue,Low,Closed,72,58,4
CMP000409,2026-01-31,C00033,P0062,E0025,R004,Billing Issue,High,Closed,24,119,3
CMP000410,2026-02-21,C00549,P0108,E0108,R002,Delivery Delay,Critical,Closed,72,50,3
CMP000411,2025-12-01,C00505,P0013,E0077,R002,Wrong Product,Critical,Closed,72,116,2
CMP000412,2025-12-21,C00327,P0136,E0078,R002,Delivery Delay,Medium,Closed,24,130,4
CMP000413,2026-03-19,C00212,P0081,E0025,R004,Billing Issue,High,Closed,72,124,1
CMP000414,2025-08-29,C00460,P0003,E0051,R006,Product Quality,Medium,Closed,48,115,3
CMP000415,2025-07-18,C00151,P0003,E0027,R008,Wrong Product,Low,Closed,24,29,1
CMP000416,2025-11-09,C00128,P0121,E0053,R004,Delivery Delay,Critical,Closed,72,46,2
CMP000417,2026-06-29,C00381,P0011,E0005,R005,Wrong Product,Low,Closed,24,31,3
CMP000418,2025-08-05,C00461,P0116,E0107,R005,Delivery Delay,Critical,Closed,72,73,3
CMP000419,2026-04-19,C00088,P0040,E0093,R005,Delivery Delay,Medium,Closed,24,73,3
CMP000420,2026-01-14,C00023,P0062,E0068,R007,Delivery Delay,Low,Closed,24,31,3
CMP000421,2025-12-31,C00464,P0085,E0039,R005,Wrong Product,High,Closed,72,62,2
CMP000422,2025-08-27,C00342,P0025,E0017,R002,Product Quality,Critical,Closed,48,58,2
CMP000423,2026-04-25,C00142,P0004,E0051,R006,Refund Delay,Critical,Pending,48,34,
CMP000424,2026-01-04,C00215,P0130,E0054,R004,Damaged Product,Critical,Closed,24,17,1
CMP000425,2025-09-01,C00488,P0038,E0011,R008,Billing Issue,Low,Closed,72,52,5
CMP000426,2026-07-09,C00294,P0096,E0009,R002,Damaged Product,High,Closed,48,78,1
CMP000427,2026-06-17,C00490,P0097,E0030,R003,Product Quality,Medium,Pending,48,120,
CMP000428,2026-04-05,C00213,P0057,E0010,R004,Refund Delay,Medium,Closed,48,97,2
CMP000429,2026-07-30,C00019,P0082,E0021,R001,Refund Delay,Critical,Open,24,6,
CMP000430,2025-09-30,C00475,P0104,E0091,R002,Refund Delay,Medium,Closed,48,74,5
CMP000431,2025-08-01,C00321,P0146,E0117,R004,Billing Issue,Low,Closed,72,31,1
CMP000432,2026-03-21,C00117,P0011,E0088,R006,Refund Delay,Medium,Pending,24,16,
CMP000433,2026-04-01,C00028,P0028,E0053,R004,Billing Issue,High,Closed,72,136,4
CMP000434,2025-06-10,C00311,P0138,E0094,R002,Refund Delay,High,Closed,72,122,3
CMP000435,2026-06-09,C00515,P0088,E0074,R005,Delivery Delay,High,Closed,24,34,4
CMP000436,2026-06-19,C00187,P0096,E0119,R002,Billing Issue,Critical,Closed,48,129,5
CMP000437,2026-02-15,C00135,P0040,E0029,R006,Refund Delay,Medium,Closed,72,35,1
CMP000438,2026-05-28,C00417,P0089,E0012,R004,Wrong Product,Medium,Pending,72,39,
CMP000439,2026-04-25,C00095,P0088,E0093,R005,Refund Delay,Low,Open,24,52,
CMP000440,2025-11-20,C00055,P0069,E0053,R004,Billing Issue,High,Closed,48,126,5
CMP000441,2025-09-19,C00300,P0102,E0040,R005,Product Quality,Medium,Pending,72,9,
CMP000442,2025-09-20,C00449,P0106,E0120,R002,Damaged Product,Medium,Pending,72,119,
CMP000443,2026-01-17,C00064,P0107,E0072,R001,Delivery Delay,High,Closed,72,14,3
CMP000444,2026-01-20,C00549,P0124,E0061,R004,Damaged Product,Low,Open,48,89,
CMP000445,2025-10-21,C00151,P0023,E0001,R002,Product Quality,Critical,Pending,72,22,
CMP000446,2025-08-16,C00330,P0114,E0035,R002,Wrong Product,High,Closed,24,14,5
CMP000447,2025-10-17,C00100,P0098,E0073,R006,Billing Issue,Critical,Pending,48,122,
CMP000448,2025-12-03,C00166,P0146,E0010,R004,Refund Delay,Medium,Closed,48,134,5
CMP000449,2026-06-07,C00301,P0110,E0063,R004,Billing Issue,High,Closed,48,94,4
CMP000450,2026-07-26,C00508,P0085,E0004,R008,Billing Issue,High,Open,48,100,
CMP000451,2025-07-20,C00483,P0009,E0007,R002,Damaged Product,Medium,Closed,24,62,2
CMP000452,2026-06-25,C00072,P0121,E0044,R001,Damaged Product,Critical,Closed,72,32,5
CMP000453,2026-08-14,C00412,P0114,E0086,R008,Delivery Delay,Critical,Pending,72,80,
CMP000454,2025-12-30,C00053,P0110,E0029,R006,Product Quality,Medium,Closed,48,6,2
CMP000455,2025-09-30,C00402,P0103,E0061,R004,Delivery Delay,Medium,Closed,72,83,3
CMP000456,2026-08-31,C00426,P0072,E0089,R008,Refund Delay,Critical,Open,72,117,
CMP000457,2025-07-07,C00586,P0110,E0087,R002,Billing Issue,High,Open,48,47,
CMP000458,2026-07-12,C00173,P0050,E0102,R008,Billing Issue,Critical,Closed,24,17,1
CMP000459,2026-04-28,C00551,P0008,E0080,R001,Refund Delay,Medium,Closed,48,137,2
CMP000460,2026-03-20,C00155,P0039,E0026,R006,Refund Delay,Medium,Open,48,46,
CMP000461,2025-10-23,C00259,P0125,E0006,R002,Delivery Delay,Medium,Open,24,101,
CMP000462,2025-10-05,C00266,P0064,E0039,R005,Refund Delay,Medium,Closed,72,58,4
CMP000463,2025-09-14,C00127,P0032,E0009,R002,Product Quality,Low,Open,24,13,
CMP000464,2026-04-08,C00513,P0100,E0079,R001,Damaged Product,Medium,Closed,24,112,1
CMP000465,2025-08-22,C00390,P0078,E0007,R002,Refund Delay,Low,Closed,24,133,4
CMP000466,2026-01-01,C00046,P0013,E0084,R006,Damaged Product,Critical,Open,24,64,
CMP000467,2025-12-24,C00506,P0084,E0083,R004,Refund Delay,High,Closed,24,82,4
CMP000468,2025-08-21,C00521,P0094,E0052,R007,Billing Issue,Critical,Open,72,117,
CMP000469,2025-11-10,C00045,P0112,E0057,R001,Delivery Delay,Critical,Closed,48,70,1
CMP000470,2025-07-17,C00210,P0140,E0078,R002,Refund Delay,Low,Open,48,110,
CMP000471,2026-08-20,C00590,P0131,E0027,R008,Delivery Delay,High,Closed,24,79,2
CMP000472,2025-06-02,C00218,P0010,E0056,R003,Damaged Product,Medium,Closed,72,72,2
CMP000473,2025-11-02,C00114,P0041,E0007,R002,Wrong Product,High,Closed,72,123,3
CMP000474,2026-05-07,C00393,P0037,E0049,R006,Delivery Delay,Critical,Closed,48,8,3
CMP000475,2025-12-01,C00128,P0076,E0091,R002,Delivery Delay,High,Closed,48,42,3
CMP000476,2025-11-23,C00281,P0005,E0073,R006,Wrong Product,High,Closed,48,59,1
CMP000477,2025-12-30,C00105,P0104,E0035,R002,Billing Issue,Low,Closed,48,72,3
CMP000478,2025-10-28,C00415,P0034,E0049,R006,Refund Delay,Low,Closed,48,59,1
CMP000479,2025-10-10,C00522,P0073,E0011,R008,Billing Issue,Low,Closed,24,20,1
CMP000480,2025-12-31,C00137,P0139,E0068,R007,Damaged Product,Critical,Closed,24,85,2
CMP000481,2026-04-14,C00273,P0084,E0011,R008,Wrong Product,Medium,Open,48,8,
CMP000482,2026-03-09,C00104,P0079,E0101,R005,Product Quality,Critical,Closed,48,70,1
CMP000483,2025-10-13,C00191,P0096,E0010,R004,Wrong Product,Low,Closed,24,44,4
CMP000484,2025-08-24,C00311,P0073,E0001,R002,Delivery Delay,Low,Closed,24,30,5
CMP000485,2025-12-03,C00124,P0150,E0019,R002,Delivery Delay,Critical,Closed,24,12,5
CMP000486,2025-10-13,C00355,P0109,E0092,R003,Billing Issue,Critical,Closed,48,139,3
CMP000487,2026-08-17,C00125,P0047,E0115,R005,Delivery Delay,Low,Closed,48,105,4
CMP000488,2025-09-10,C00436,P0116,E0067,R007,Delivery Delay,Critical,Closed,48,109,4
CMP000489,2026-08-10,C00539,P0130,E0041,R002,Refund Delay,Medium,Closed,24,50,4
CMP000490,2025-10-30,C00483,P0119,E0035,R002,Refund Delay,Critical,Closed,72,41,5
CMP000491,2026-06-15,C00182,P0057,E0087,R002,Billing Issue,Critical,Pending,48,132,
CMP000492,2025-10-03,C00547,P0104,E0094,R002,Damaged Product,High,Closed,48,12,2
CMP000493,2025-08-10,C00100,P0007,E0075,R001,Product Quality,Low,Closed,24,23,4
CMP000494,2026-02-15,C00060,P0087,E0092,R003,Wrong Product,Low,Closed,72,64,5
CMP000495,2026-03-20,C00157,P0113,E0040,R005,Damaged Product,Low,Closed,72,80,4
CMP000496,2026-06-03,C00317,P0126,E0098,R003,Refund Delay,Medium,Open,72,96,
CMP000497,2025-06-24,C00360,P0015,E0057,R001,Billing Issue,Medium,Closed,72,113,4
CMP000498,2026-05-24,C00409,P0130,E0009,R002,Billing Issue,High,Open,48,75,
CMP000499,2026-05-19,C00338,P0094,E0029,R006,Wrong Product,Medium,Closed,48,97,1
CMP000500,2026-08-24,C00223,P0120,E0037,R004,Damaged Product,Medium,Closed,48,118,1
CMP000501,2025-11-05,C00420,P0068,E0060,R001,Product Quality,High,Closed,72,116,2
CMP000502,2026-07-15,C00151,P0071,E0064,R007,Damaged Product,Critical,Closed,72,65,5
CMP000503,2025-06-01,C00591,P0110,E0026,R006,Wrong Product,High,Closed,24,44,2
CMP000504,2025-11-24,C00189,P0066,E0116,R008,Wrong Product,Critical,Closed,72,42,5
CMP000505,2025-09-23,C00270,P0108,E0071,R007,Delivery Delay,Low,Closed,72,131,2
CMP000506,2026-03-13,C00428,P0025,E0033,R008,Wrong Product,Low,Pending,72,25,
CMP000507,2026-02-07,C00517,P0076,E0060,R001,Wrong Product,High,Closed,24,16,3
CMP000509,2025-10-06,C00572,P0052,E0081,R007,Damaged Product,Critical,Pending,72,68,
CMP000510,2026-02-10,C00389,P0048,E0021,R001,Product Quality,Critical,Open,72,22,
CMP000511,2026-05-17,C00427,P0023,E0066,R004,Delivery Delay,Low,Closed,24,27,3
CMP000512,2025-12-27,C00315,P0051,E0027,R008,Billing Issue,Critical,Closed,24,133,2
CMP000513,2025-06-05,C00556,P0135,E0106,R007,Refund Delay,Low,Closed,72,10,1
CMP000514,2025-06-18,C00398,P0064,E0105,R005,Product Quality,Medium,Closed,24,97,3
CMP000515,2026-04-14,C00570,P0051,E0048,R005,Wrong Product,Critical,Closed,24,57,1
CMP000516,2026-07-10,C00174,P0086,E0015,R008,Wrong Product,Critical,Closed,24,62,3
CMP000517,2026-04-04,C00202,P0034,E0102,R008,Delivery Delay,High,Closed,24,124,4
CMP000518,2025-08-30,C00338,P0136,E0100,R005,Refund Delay,Low,Closed,24,58,2
CMP000520,2025-11-12,C00121,P0091,E0079,R001,Refund Delay,Critical,Closed,72,29,3
CMP000521,2025-08-02,C00060,P0055,E0061,R004,Refund Delay,High,Closed,72,73,2
CMP000522,2026-06-24,C00292,P0108,E0002,R002,Damaged Product,Critical,Closed,48,33,2
CMP000523,2025-12-02,C00343,P0086,E0022,R003,Billing Issue,Critical,Open,48,18,
CMP000524,2025-07-04,C00115,P0049,E0051,R006,Delivery Delay,Medium,Closed,72,133,3
CMP000525,2026-01-10,C00279,P0024,E0030,R003,Refund Delay,Medium,Closed,24,59,5
CMP000526,2026-06-28,C00202,P0098,E0087,R002,Delivery Delay,High,Closed,24,69,4
CMP000527,2026-06-08,C00382,P0097,E0029,R006,Damaged Product,High,Closed,24,46,1
CMP000528,2026-08-16,C00256,P0129,E0119,R002,Billing Issue,Critical,Closed,48,44,5
CMP000529,2026-08-27,C00108,P0133,E0037,R004,Billing Issue,High,Closed,48,100,2
CMP000530,2026-07-26,C00008,P0087,E0004,R008,Billing Issue,Low,Open,48,18,
CMP000531,2026-08-23,C00176,P0049,E0006,R002,Damaged Product,Low,Closed,48,112,1
CMP000532,2025-08-19,C00471,P0117,E0022,R003,Billing Issue,High,Pending,24,40,
CMP000533,2025-11-06,C00155,P0088,E0012,R004,Refund Delay,Low,Closed,24,113,2
CMP000534,2025-08-30,C00260,P0029,E0029,R006,Wrong Product,Critical,Closed,24,75,4
CMP000535,2025-06-08,C00440,P0122,E0013,R004,Billing Issue,Low,Closed,24,88,4
CMP000536,2025-08-24,C00346,P0075,E0052,R007,Wrong Product,Low,Closed,72,140,1
CMP000537,2025-12-12,C00172,P0040,E0061,R004,Refund Delay,High,Closed,48,117,1
CMP000538,2025-07-12,C00552,P0118,E0087,R002,Billing Issue,Critical,Closed,24,54,1
CMP000539,2025-09-07,C00516,P0102,E0037,R004,Billing Issue,Critical,Closed,48,22,3
CMP000540,2025-07-07,C00566,P0122,E0117,R004,Damaged Product,Low,Closed,48,36,4
CMP000541,2025-10-17,C00490,P0017,E0042,R005,Refund Delay,Medium,Closed,24,111,4
CMP000542,2025-12-16,C00267,P0077,E0046,R004,Wrong Product,Low,Open,72,25,
CMP000543,2025-07-23,C00199,P0140,E0012,R004,Damaged Product,High,Pending,48,92,
CMP000544,2025-08-01,C00077,P0086,E0046,R004,Damaged Product,Critical,Closed,24,55,2
CMP000545,2025-07-31,C00281,P0042,E0071,R007,Delivery Delay,High,Closed,48,89,4
CMP000546,2025-07-16,C00006,P0116,E0106,R007,Damaged Product,High,Closed,72,96,2
CMP000547,2025-11-15,C00299,P0043,E0071,R007,Product Quality,Low,Closed,72,132,2
CMP000548,2026-02-10,C00296,P0039,E0100,R005,Wrong Product,Medium,Closed,72,24,1
CMP000549,2025-09-22,C00128,P0009,E0051,R006,Wrong Product,High,Closed,72,12,1
CMP000550,2026-06-26,C00416,P0014,E0083,R004,Product Quality,Low,Closed,72,76,4
CMP000551,2026-06-19,C00321,P0081,E0069,R007,Delivery Delay,Low,Closed,48,23,3
CMP000552,2026-08-30,C00293,P0091,E0118,R007,Wrong Product,Critical,Pending,24,101,
CMP000553,2025-08-09,C00217,P0069,E0096,R007,Refund Delay,Medium,Closed,72,79,2
CMP000554,2026-05-24,C00367,P0004,E0097,R001,Billing Issue,Critical,Closed,24,6,2
CMP000555,2026-02-16,C00081,P0070,E0045,R003,Billing Issue,Critical,Closed,72,105,1
CMP000556,2025-10-19,C00491,P0025,E0048,R005,Refund Delay,Medium,Closed,24,110,4
CMP000557,2025-11-14,C00171,P0042,E0093,R005,Product Quality,High,Closed,24,135,1
CMP000558,2026-05-27,C00009,P0011,E0062,R007,Delivery Delay,High,Closed,72,102,2
CMP000559,2026-07-29,C00188,P0098,E0023,R004,Refund Delay,High,Closed,48,64,4
CMP000560,2025-07-13,C00420,P0104,E0019,R002,Damaged Product,High,Closed,72,51,1
CMP000561,2026-01-03,C00002,P0081,E0085,R005,Billing Issue,Low,Open,24,76,
CMP000562,2026-03-21,C00380,P0051,E0018,R003,Damaged Product,Critical,Closed,24,73,1
CMP000563,2025-08-02,C00595,P0006,E0020,R001,Billing Issue,High,Closed,48,98,4
CMP000564,2025-08-04,C00397,P0096,E0062,R007,Damaged Product,Medium,Closed,24,25,5
CMP000565,2026-08-09,C00547,P0059,E0015,R008,Damaged Product,Low,Closed,24,90,3
CMP000566,2026-04-11,C00556,P0018,E0010,R004,Refund Delay,Low,Closed,48,90,3
CMP000567,2026-07-23,C00520,P0095,E0079,R001,Product Quality,High,Open,24,97,
CMP000568,2026-06-17,C00302,P0028,E0057,R001,Product Quality,High,Closed,24,132,2
CMP000569,2026-01-23,C00040,P0086,E0031,R001,Damaged Product,Medium,Closed,24,36,3
CMP000570,2025-11-29,C00401,P0114,E0048,R005,Product Quality,Low,Closed,48,47,3
CMP000571,2025-11-10,C00596,P0117,E0076,R008,Delivery Delay,Low,Open,48,111,
CMP000572,2026-03-06,C00010,P0129,E0048,R005,Refund Delay,High,Closed,24,77,3
CMP000573,2026-07-09,C00006,P0037,E0095,R005,Product Quality,Medium,Pending,72,101,
CMP000574,2025-09-02,C00483,P0006,E0075,R001,Damaged Product,High,Closed,48,102,3
CMP000575,2026-02-08,C00437,P0055,E0088,R006,Wrong Product,Low,Pending,48,33,
CMP000576,2025-07-21,C00272,P0133,E0119,R002,Product Quality,High,Open,48,121,
CMP000577,2025-11-07,C00141,P0107,E0009,R002,Refund Delay,Low,Closed,48,12,5
CMP000578,2025-10-12,C00043,P0116,E0081,R007,Product Quality,Critical,Closed,48,118,3
CMP000579,2026-04-20,C00084,P0078,E0106,R007,Product Quality,Low,Closed,48,26,4
CMP000580,2025-11-24,C00159,P0064,E0033,R008,Product Quality,Medium,Closed,24,24,3
CMP000581,2026-04-24,C00158,P0036,E0002,R002,Product Quality,Medium,Closed,48,119,5
CMP000582,2026-06-15,C00074,P0035,E0049,R006,Refund Delay,Low,Closed,24,44,3
CMP000583,2025-09-15,C00107,P0117,E0041,R002,Refund Delay,Low,Closed,72,116,2
CMP000584,2026-07-09,C00405,P0119,E0115,R005,Refund Delay,High,Closed,48,33,4
CMP000585,2026-07-25,C00157,P0038,E0032,R001,Billing Issue,Medium,Closed,24,47,3
CMP000586,2026-04-02,C00059,P0121,E0047,R003,Refund Delay,Low,Closed,48,11,2
CMP000587,2025-09-13,C00413,P0020,E0059,R006,Refund Delay,Medium,Closed,72,27,5
CMP000588,2025-09-23,C00231,P0046,E0040,R005,Delivery Delay,Medium,Open,48,137,
CMP000589,2026-05-17,C00521,P0130,E0024,R002,Refund Delay,Medium,Closed,24,7,1
